Berat,PanjangBulu,TingkatAktivitas,WarnaDominan,SuaraKucing,UmurTahun,RasKucing
3.8,Sedang,Sedang,Coklat,Keras,5,Anggora
3.3,Sedang,Sedang,Cream,Keras,2,Anggora
3.5,Pendek,Tinggi,Hitam,Keras,2,Siam
3.1,Pendek,Sedang,Cream,Sedang,3,Kampung
3.5,Sedang,Sedang,Hitam,Keras,4,Anggora
3.2,Pendek,Sedang,Coklat,Keras,4,Kampung
5.6,Panjang,Sedang,Abu,Sedang,2,MaineCoon
3.5,Pendek,Tinggi,Cream,Keras,2,Siam
4.1,Pendek,Tinggi,Cream,Keras,6,Siam
4.8,Panjang,Rendah,Coklat,Sedang,6,Persia
3.8,Pendek,Tinggi,Hitam,Keras,7,Siam
7.3,Panjang,Tinggi,Abu,Sedang,5,MaineCoon
3.7,Pendek,Tinggi,Cream,Keras,1,Siam
3.1,Pendek,Tinggi,Putih,Keras,1,Siam
3.5,Sedang,Sedang,Coklat,Keras,6,Anggora
3.3,Sedang,Tinggi,Abu,Sedang,1,Anggora
2.9,Pendek,Sedang,Abu,Sedang,5,Kampung
3.8,Pendek,Tinggi,Abu,Keras,7,Siam
4.1,Panjang,Rendah,Coklat,Sedang,8,Persia
3.2,Pendek,Sedang,Abu,Sedang,3,Kampung
7.2,Panjang,Tinggi,Abu,Sedang,4,MaineCoon
3.2,Pendek,Tinggi,Cream,Keras,3,Siam
4.1,Pendek,Tinggi,Coklat,Keras,6,Siam
4.0,Panjang,Rendah,Abu,Pelan,8,Persia
6.4,Panjang,Tinggi,Cream,Pelan,7,MaineCoon
3.1,Pendek,Tinggi,Putih,Keras,1,Siam
3.2,Pendek,Tinggi,Putih,Keras,3,Siam
3.8,Sedang,Tinggi,Hitam,Keras,5,Anggora
4.1,Panjang,Rendah,Cream,Sedang,5,Persia
3.8,Pendek,Tinggi,Putih,Keras,7,Siam
8.0,Panjang,Tinggi,Hitam,Sedang,7,MaineCoon
3.5,Sedang,Tinggi,Hitam,Sedang,4,Anggora
3.2,Sedang,Sedang,Hitam,Keras,3,Anggora
7.5,Panjang,Tinggi,Abu,Sedang,7,MaineCoon
3.3,Sedang,Tinggi,Abu,Sedang,3,Anggora
3.9,Panjang,Rendah,Coklat,Pelan,7,Persia
4.0,Panjang,Sedang,Coklat,Pelan,3,Persia
4.7,Panjang,Sedang,Coklat,Sedang,6,Persia
6.3,Panjang,Tinggi,Putih,Pelan,5,MaineCoon
3.6,Sedang,Sedang,Cream,Keras,5,Anggora
3.2,Pendek,Tinggi,Abu,Sedang,1,Kampung
4.5,Panjang,Rendah,Coklat,Sedang,2,Persia
3.9,Pendek,Tinggi,Putih,Keras,2,Siam
3.7,Pendek,Tinggi,Coklat,Keras,7,Siam
3.2,Pendek,Tinggi,Cream,Keras,3,Kampung
3.3,Sedang,Tinggi,Putih,Sedang,1,Anggora
6.9,Panjang,Sedang,Hitam,Pelan,10,MaineCoon
6.5,Panjang,Tinggi,Cream,Sedang,6,MaineCoon
3.5,Sedang,Tinggi,Putih,Sedang,5,Anggora
3.4,Pendek,Tinggi,Abu,Keras,4,Siam
4.0,Panjang,Sedang,Cream,Pelan,7,Persia
3.9,Pendek,Tinggi,Putih,Keras,1,Siam
2.7,Pendek,Sedang,Hitam,Sedang,1,Kampung
4.1,Pendek,Tinggi,Abu,Keras,1,Siam
3.9,Pendek,Tinggi,Coklat,Keras,6,Siam
3.9,Panjang,Sedang,Abu,Pelan,8,Persia
3.3,Pendek,Tinggi,Putih,Keras,2,Siam
4.2,Panjang,Sedang,Hitam,Sedang,5,Persia
4.5,Panjang,Sedang,Abu,Pelan,7,Persia
3.3,Pendek,Tinggi,Hitam,Keras,1,Siam
2.9,Pendek,Tinggi,Coklat,Keras,1,Kampung
6.3,Panjang,Sedang,Hitam,Sedang,5,MaineCoon
2.9,Pendek,Sedang,Hitam,Keras,5,Kampung
7.1,Panjang,Tinggi,Abu,Pelan,10,MaineCoon
3.2,Sedang,Tinggi,Putih,Sedang,3,Anggora
4.5,Panjang,Rendah,Hitam,Pelan,3,Persia
4.0,Pendek,Tinggi,Hitam,Keras,1,Siam
2.7,Pendek,Tinggi,Hitam,Sedang,4,Kampung
5.5,Panjang,Sedang,Putih,Pelan,4,MaineCoon
4.7,Panjang,Rendah,Cream,Pelan,7,Persia
6.4,Panjang,Sedang,Cream,Sedang,8,MaineCoon
5.5,Panjang,Sedang,Hitam,Pelan,10,MaineCoon
4.0,Panjang,Rendah,Hitam,Pelan,7,Persia
3.4,Sedang,Sedang,Abu,Keras,1,Anggora
2.8,Pendek,Tinggi,Coklat,Sedang,1,Kampung
4.3,Panjang,Sedang,Putih,Sedang,5,Persia
3.8,Pendek,Tinggi,Putih,Keras,2,Siam
3.4,Sedang,Tinggi,Coklat,Keras,1,Anggora
3.1,Pendek,Tinggi,Putih,Keras,5,Siam
7.6,Panjang,Sedang,Cream,Pelan,3,MaineCoon
3.6,Sedang,Sedang,Abu,Keras,1,Anggora
3.0,Pendek,Tinggi,Hitam,Sedang,1,Kampung
3.1,Pendek,Sedang,Abu,Keras,3,Kampung
3.4,Sedang,Sedang,Hitam,Sedang,4,Anggora
5.2,Panjang,Tinggi,Abu,Pelan,2,MaineCoon
4.2,Panjang,Sedang,Coklat,Pelan,7,Persia
3.6,Sedang,Tinggi,Putih,Keras,4,Anggora
3.4,Sedang,Sedang,Putih,Keras,6,Anggora
3.5,Sedang,Sedang,Putih,Sedang,1,Anggora
4.2,Panjang,Sedang,Abu,Sedang,4,Persia
2.9,Pendek,Tinggi,Cream,Keras,3,Kampung
3.4,Sedang,Tinggi,Putih,Sedang,1,Anggora
6.6,Panjang,Sedang,Putih,Sedang,6,MaineCoon
3.9,Sedang,Tinggi,Coklat,Sedang,6,Anggora
3.3,Sedang,Tinggi,Coklat,Sedang,4,Anggora
7.3,Panjang,Sedang,Cream,Pelan,10,MaineCoon
4.2,Panjang,Sedang,Putih,Sedang,8,Persia
4.5,Panjang,Rendah,Hitam,Sedang,3,Persia
4.3,Panjang,Rendah,Cream,Pelan,5,Persia
4.0,Pendek,Tinggi,Coklat,Keras,2,Siam
3.7,Sedang,Tinggi,Abu,Keras,1,Anggora
4.1,Pendek,Tinggi,Hitam,Keras,6,Siam
3.5,Sedang,Tinggi,Abu,Keras,1,Anggora
3.3,Sedang,Sedang,Coklat,Sedang,4,Anggora
6.6,Panjang,Tinggi,Cream,Pelan,2,MaineCoon
3.6,Sedang,Tinggi,Hitam,Sedang,3,Anggora
5.8,Panjang,Sedang,Cream,Pelan,8,MaineCoon
2.9,Pendek,Tinggi,Hitam,Sedang,4,Kampung
7.3,Panjang,Sedang,Abu,Pelan,4,MaineCoon
4.2,Pendek,Tinggi,Coklat,Keras,4,Siam
2.7,Pendek,Sedang,Hitam,Sedang,4,Kampung
6.6,Panjang,Sedang,Abu,Pelan,4,MaineCoon
7.7,Panjang,Sedang,Cream,Pelan,6,MaineCoon
3.2,Pendek,Sedang,Cream,Sedang,3,Kampung
4.0,Panjang,Sedang,Cream,Sedang,3,Persia
6.9,Panjang,Tinggi,Coklat,Sedang,2,MaineCoon
7.3,Panjang,Tinggi,Cream,Pelan,6,MaineCoon
7.2,Panjang,Sedang,Cream,Pelan,5,MaineCoon
3.3,Pendek,Tinggi,Putih,Keras,2,Kampung
4.1,Pendek,Tinggi,Abu,Keras,4,Siam
3.0,Pendek,Sedang,Abu,Keras,1,Kampung
4.1,Pendek,Tinggi,Cream,Keras,2,Siam
3.5,Sedang,Tinggi,Abu,Sedang,6,Anggora
4.1,Panjang,Sedang,Putih,Sedang,2,Persia
3.3,Sedang,Tinggi,Hitam,Sedang,2,Anggora
7.5,Panjang,Sedang,Abu,Pelan,5,MaineCoon
5.9,Panjang,Tinggi,Coklat,Sedang,3,MaineCoon
6.8,Panjang,Tinggi,Hitam,Sedang,8,MaineCoon
3.8,Sedang,Tinggi,Cream,Sedang,6,Anggora
3.7,Pendek,Tinggi,Hitam,Keras,2,Siam
5.5,Panjang,Tinggi,Hitam,Pelan,6,MaineCoon
3.4,Pendek,Tinggi,Putih,Keras,6,Siam
2.7,Pendek,Tinggi,Abu,Keras,5,Kampung
4.7,Panjang,Sedang,Coklat,Sedang,3,Persia
3.6,Pendek,Tinggi,Coklat,Keras,2,Siam
3.0,Pendek,Tinggi,Abu,Keras,5,Siam
3.6,Sedang,Tinggi,Hitam,Sedang,4,Anggora
4.8,Panjang,Sedang,Hitam,Pelan,8,Persia
4.8,Panjang,Rendah,Coklat,Pelan,7,Persia
4.0,Pendek,Tinggi,Coklat,Keras,3,Siam
7.8,Panjang,Sedang,Putih,Pelan,3,MaineCoon
3.1,Pendek,Sedang,Hitam,Sedang,1,Kampung
2.9,Pendek,Tinggi,Cream,Sedang,2,Kampung
7.3,Panjang,Tinggi,Cream,Sedang,2,MaineCoon
4.5,Panjang,Rendah,Abu,Pelan,6,Persia
4.2,Pendek,Tinggi,Abu,Keras,3,Siam
3.5,Pendek,Tinggi,Abu,Keras,6,Siam
5.3,Panjang,Tinggi,Cream,Pelan,4,MaineCoon
3.4,Sedang,Tinggi,Abu,Sedang,3,Anggora
5.7,Panjang,Tinggi,Putih,Pelan,2,MaineCoon
3.2,Pendek,Tinggi,Hitam,Keras,1,Siam
3.1,Pendek,Tinggi,Abu,Keras,1,Kampung
3.9,Sedang,Sedang,Putih,Keras,4,Anggora
3.5,Pendek,Tinggi,Cream,Keras,1,Siam
3.8,Sedang,Tinggi,Abu,Keras,1,Anggora
3.3,Sedang,Tinggi,Abu,Keras,5,Anggora
7.0,Panjang,Sedang,Coklat,Sedang,8,MaineCoon
6.2,Panjang,Tinggi,Cream,Pelan,2,MaineCoon
3.2,Pendek,Sedang,Coklat,Keras,3,Kampung
3.6,Pendek,Tinggi,Hitam,Keras,2,Siam
6.1,Panjang,Tinggi,Putih,Sedang,3,MaineCoon
3.1,Pendek,Tinggi,Hitam,Sedang,1,Kampung
3.5,Sedang,Tinggi,Abu,Keras,3,Anggora
3.3,Sedang,Sedang,Cream,Keras,4,Anggora
3.6,Pendek,Tinggi,Abu,Keras,1,Siam
5.8,Panjang,Tinggi,Coklat,Pelan,5,MaineCoon
3.6,Sedang,Sedang,Putih,Keras,4,Anggora
4.2,Panjang,Rendah,Coklat,Pelan,4,Persia
2.9,Pendek,Tinggi,Hitam,Sedang,5,Kampung
6.7,Panjang,Sedang,Putih,Pelan,5,MaineCoon
5.9,Panjang,Tinggi,Abu,Sedang,10,MaineCoon
3.6,Pendek,Tinggi,Putih,Keras,1,Siam
3.5,Sedang,Sedang,Putih,Sedang,4,Anggora
3.1,Pendek,Tinggi,Abu,Sedang,4,Kampung
7.1,Panjang,Sedang,Cream,Pelan,10,MaineCoon
3.3,Pendek,Sedang,Cream,Keras,5,Kampung
3.8,Sedang,Sedang,Hitam,Sedang,5,Anggora
3.7,Sedang,Tinggi,Putih,Sedang,1,Anggora
3.5,Pendek,Tinggi,Hitam,Keras,1,Siam
7.9,Panjang,Tinggi,Coklat,Sedang,8,MaineCoon
4.1,Pendek,Tinggi,Cream,Keras,1,Siam
3.8,Pendek,Tinggi,Putih,Keras,5,Siam
4.1,Panjang,Rendah,Hitam,Sedang,8,Persia
4.5,Panjang,Rendah,Hitam,Sedang,5,Persia
6.9,Panjang,Sedang,Coklat,Pelan,4,MaineCoon
3.7,Pendek,Tinggi,Hitam,Keras,1,Siam
3.5,Sedang,Sedang,Cream,Keras,3,Anggora
4.8,Panjang,Rendah,Hitam,Pelan,5,Persia
7.0,Panjang,Sedang,Putih,Sedang,9,MaineCoon
3.8,Sedang,Sedang,Coklat,Sedang,4,Anggora
2.8,Pendek,Tinggi,Putih,Keras,3,Kampung
7.7,Panjang,Tinggi,Coklat,Sedang,8,MaineCoon
4.4,Panjang,Rendah,Hitam,Sedang,8,Persia
4.1,Panjang,Sedang,Coklat,Pelan,5,Persia
4.7,Panjang,Rendah,Cream,Pelan,5,Persia
3.3,Sedang,Sedang,Cream,Keras,5,Anggora
3.0,Pendek,Tinggi,Coklat,Keras,1,Siam
3.5,Pendek,Tinggi,Abu,Keras,2,Siam
4.1,Panjang,Rendah,Putih,Sedang,8,Persia
7.8,Panjang,Tinggi,Coklat,Pelan,7,MaineCoon
4.7,Panjang,Sedang,Hitam,Pelan,7,Persia
3.8,Sedang,Tinggi,Cream,Keras,4,Anggora
4.7,Panjang,Sedang,Putih,Sedang,4,Persia
5.0,Panjang,Sedang,Cream,Pelan,8,MaineCoon
3.2,Pendek,Sedang,Cream,Keras,3,Kampung
3.0,Pendek,Tinggi,Putih,Keras,1,Siam
7.8,Panjang,Sedang,Coklat,Sedang,6,MaineCoon
3.0,Pendek,Tinggi,Putih,Keras,5,Siam
3.4,Sedang,Sedang,Putih,Keras,3,Anggora
2.9,Pendek,Sedang,Coklat,Sedang,2,Kampung
3.3,Sedang,Sedang,Hitam,Sedang,6,Anggora
4.1,Panjang,Rendah,Coklat,Pelan,5,Persia
3.2,Pendek,Sedang,Abu,Keras,3,Kampung
7.4,Panjang,Sedang,Putih,Sedang,2,MaineCoon
3.6,Sedang,Sedang,Cream,Sedang,5,Anggora
4.8,Panjang,Sedang,Abu,Pelan,2,Persia
7.1,Panjang,Sedang,Coklat,Pelan,4,MaineCoon
3.9,Panjang,Sedang,Cream,Sedang,3,Persia
4.6,Panjang,Rendah,Hitam,Sedang,6,Persia
3.7,Sedang,Tinggi,Putih,Keras,2,Anggora
3.7,Pendek,Tinggi,Cream,Keras,3,Siam
4.0,Panjang,Sedang,Abu,Sedang,2,Persia
4.5,Panjang,Sedang,Putih,Pelan,7,Persia
3.4,Sedang,Tinggi,Cream,Keras,5,Anggora
3.4,Pendek,Tinggi,Putih,Keras,4,Siam
4.3,Panjang,Sedang,Hitam,Pelan,5,Persia
2.7,Pendek,Tinggi,Cream,Keras,5,Kampung
4.0,Panjang,Rendah,Abu,Sedang,7,Persia
3.2,Pendek,Tinggi,Cream,Keras,6,Siam
2.9,Pendek,Tinggi,Putih,Keras,4,Kampung
5.6,Panjang,Tinggi,Abu,Pelan,5,MaineCoon
2.6,Pendek,Tinggi,Hitam,Sedang,3,Kampung
3.3,Pendek,Tinggi,Putih,Sedang,1,Kampung
3.1,Pendek,Tinggi,Coklat,Keras,3,Siam
3.8,Panjang,Rendah,Putih,Sedang,6,Persia
5.5,Panjang,Tinggi,Cream,Pelan,7,MaineCoon
3.5,Pendek,Tinggi,Abu,Keras,6,Siam
3.6,Sedang,Tinggi,Putih,Sedang,1,Anggora
3.5,Sedang,Sedang,Abu,Sedang,4,Anggora
7.6,Panjang,Sedang,Coklat,Pelan,8,MaineCoon
4.2,Pendek,Tinggi,Cream,Keras,5,Siam
2.8,Pendek,Tinggi,Putih,Keras,3,Kampung
4.6,Panjang,Rendah,Hitam,Sedang,4,Persia
3.3,Sedang,Tinggi,Hitam,Sedang,1,Anggora
3.8,Sedang,Tinggi,Cream,Sedang,3,Anggora
3.5,Sedang,Sedang,Abu,Keras,3,Anggora
4.6,Panjang,Sedang,Coklat,Sedang,7,Persia
5.9,Panjang,Sedang,Cream,Sedang,4,MaineCoon
3.5,Sedang,Sedang,Cream,Keras,6,Anggora
3.8,Sedang,Tinggi,Putih,Keras,4,Anggora
3.3,Pendek,Tinggi,Putih,Keras,1,Siam
2.9,Pendek,Tinggi,Coklat,Sedang,1,Kampung
3.9,Sedang,Tinggi,Hitam,Sedang,2,Anggora
2.8,Pendek,Tinggi,Coklat,Keras,2,Kampung
6.2,Panjang,Sedang,Coklat,Pelan,5,MaineCoon
2.7,Pendek,Sedang,Abu,Keras,1,Kampung
3.9,Panjang,Sedang,Putih,Sedang,3,Persia
2.8,Pendek,Tinggi,Hitam,Keras,2,Kampung
2.9,Pendek,Sedang,Cream,Keras,5,Kampung
3.7,Sedang,Tinggi,Coklat,Sedang,4,Anggora
3.2,Pendek,Tinggi,Coklat,Keras,3,Siam
2.6,Pendek,Sedang,Cream,Keras,3,Kampung
4.6,Panjang,Rendah,Putih,Sedang,8,Persia
3.5,Sedang,Tinggi,Coklat,Keras,5,Anggora
3.0,Pendek,Sedang,Cream,Keras,3,Kampung
5.6,Panjang,Sedang,Putih,Pelan,10,MaineCoon
3.8,Sedang,Tinggi,Hitam,Keras,4,Anggora
3.2,Pendek,Tinggi,Abu,Sedang,2,Kampung
4.6,Panjang,Rendah,Hitam,Pelan,8,Persia
4.0,Pendek,Tinggi,Hitam,Keras,4,Siam
3.3,Sedang,Sedang,Hitam,Keras,5,Anggora
2.7,Pendek,Tinggi,Cream,Sedang,2,Kampung
3.9,Pendek,Tinggi,Cream,Keras,3,Siam
3.8,Pendek,Tinggi,Abu,Keras,6,Siam
2.9,Pendek,Tinggi,Hitam,Keras,3,Kampung
3.1,Pendek,Sedang,Coklat,Keras,1,Kampung
4.1,Panjang,Rendah,Putih,Pelan,8,Persia
3.5,Pendek,Tinggi,Hitam,Keras,4,Siam
3.9,Pendek,Tinggi,Cream,Keras,5,Siam
3.0,Pendek,Tinggi,Hitam,Keras,2,Kampung
4.5,Panjang,Sedang,Cream,Sedang,3,Persia
2.5,Pendek,Sedang,Putih,Sedang,1,Kampung
6.9,Panjang,Sedang,Cream,Sedang,5,MaineCoon
4.0,Panjang,Sedang,Abu,Sedang,2,Persia
2.8,Pendek,Tinggi,Hitam,Sedang,5,Kampung
3.0,Pendek,Tinggi,Putih,Keras,4,Siam
4.4,Panjang,Rendah,Abu,Pelan,5,Persia
3.2,Pendek,Tinggi,Cream,Sedang,1,Kampung
3.8,Sedang,Tinggi,Coklat,Keras,2,Anggora
3.8,Sedang,Sedang,Putih,Keras,3,Anggora
4.7,Panjang,Rendah,Putih,Pelan,3,Persia
6.8,Panjang,Tinggi,Cream,Pelan,2,MaineCoon
4.0,Pendek,Tinggi,Hitam,Keras,3,Siam
7.5,Panjang,Sedang,Putih,Pelan,4,MaineCoon
3.8,Sedang,Sedang,Abu,Keras,2,Anggora
3.1,Pendek,Sedang,Cream,Sedang,2,Kampung
2.9,Pendek,Tinggi,Hitam,Keras,3,Kampung
3.9,Pendek,Tinggi,Putih,Keras,3,Siam
5.9,Panjang,Sedang,Abu,Pelan,7,MaineCoon
3.2,Sedang,Sedang,Putih,Keras,2,Anggora
6.5,Panjang,Sedang,Coklat,Pelan,8,MaineCoon
3.2,Pendek,Sedang,Hitam,Keras,3,Kampung
7.9,Panjang,Sedang,Cream,Pelan,9,MaineCoon
3.7,Pendek,Tinggi,Coklat,Keras,3,Siam
7.4,Panjang,Tinggi,Abu,Sedang,6,MaineCoon
3.2,Pendek,Sedang,Hitam,Sedang,4,Kampung
4.2,Pendek,Tinggi,Cream,Keras,6,Siam
6.0,Panjang,Sedang,Putih,Pelan,6,MaineCoon
5.7,Panjang,Tinggi,Coklat,Pelan,3,MaineCoon
3.4,Pendek,Tinggi,Coklat,Keras,5,Siam
3.6,Pendek,Tinggi,Abu,Keras,3,Siam
3.1,Pendek,Sedang,Abu,Keras,2,Kampung
6.8,Panjang,Sedang,Putih,Sedang,8,MaineCoon
3.2,Sedang,Tinggi,Cream,Keras,2,Anggora
4.5,Panjang,Sedang,Cream,Pelan,7,Persia
3.1,Pendek,Tinggi,Coklat,Keras,6,Siam
3.5,Pendek,Tinggi,Abu,Keras,4,Siam
4.0,Panjang,Rendah,Hitam,Pelan,5,Persia
7.5,Panjang,Tinggi,Hitam,Pelan,5,MaineCoon
3.0,Pendek,Sedang,Abu,Sedang,3,Kampung
3.4,Sedang,Sedang,Coklat,Keras,4,Anggora
3.1,Pendek,Sedang,Abu,Sedang,1,Kampung
3.1,Pendek,Tinggi,Hitam,Keras,3,Kampung
4.1,Panjang,Sedang,Cream,Pelan,3,Persia
5.0,Panjang,Sedang,Abu,Sedang,2,MaineCoon
2.6,Pendek,Tinggi,Abu,Sedang,3,Kampung
2.9,Pendek,Tinggi,Hitam,Keras,5,Kampung
3.8,Panjang,Sedang,Hitam,Sedang,5,Persia
3.3,Pendek,Sedang,Cream,Keras,2,Kampung
3.7,Sedang,Sedang,Hitam,Sedang,3,Anggora
3.4,Sedang,Tinggi,Coklat,Keras,5,Anggora
3.7,Pendek,Tinggi,Cream,Keras,3,Siam
4.1,Panjang,Sedang,Hitam,Pelan,3,Persia
6.8,Panjang,Sedang,Cream,Sedang,10,MaineCoon
4.1,Pendek,Tinggi,Coklat,Keras,4,Siam
4.7,Panjang,Rendah,Abu,Sedang,6,Persia
5.9,Panjang,Tinggi,Cream,Sedang,8,MaineCoon
2.6,Pendek,Sedang,Hitam,Sedang,3,Kampung
3.9,Pendek,Tinggi,Cream,Keras,1,Siam
3.8,Sedang,Tinggi,Putih,Sedang,3,Anggora
2.7,Pendek,Tinggi,Cream,Keras,1,Kampung
3.5,Sedang,Sedang,Putih,Sedang,3,Anggora
6.1,Panjang,Tinggi,Coklat,Pelan,8,MaineCoon
2.8,Pendek,Sedang,Hitam,Keras,1,Kampung
3.2,Pendek,Tinggi,Coklat,Keras,1,Siam
3.2,Pendek,Tinggi,Abu,Sedang,5,Kampung
3.8,Pendek,Tinggi,Coklat,Keras,3,Siam
3.2,Pendek,Tinggi,Hitam,Keras,3,Siam
3.1,Pendek,Tinggi,Coklat,Sedang,2,Kampung
4.6,Panjang,Sedang,Hitam,Pelan,7,Persia
3.7,Sedang,Sedang,Putih,Keras,1,Anggora
3.5,Pendek,Tinggi,Coklat,Keras,1,Siam
3.1,Pendek,Tinggi,Hitam,Keras,4,Kampung
3.3,Pendek,Sedang,Coklat,Sedang,2,Kampung
4.5,Panjang,Rendah,Cream,Sedang,7,Persia
3.8,Panjang,Rendah,Hitam,Pelan,4,Persia
3.9,Pendek,Tinggi,Coklat,Keras,7,Siam
4.1,Panjang,Sedang,Putih,Sedang,6,Persia
6.9,Panjang,Sedang,Cream,Pelan,10,MaineCoon
2.6,Pendek,Tinggi,Abu,Keras,3,Kampung
7.5,Panjang,Tinggi,Hitam,Sedang,6,MaineCoon
4.8,Panjang,Rendah,Hitam,Pelan,5,Persia
3.7,Sedang,Tinggi,Putih,Keras,3,Anggora
6.4,Panjang,Sedang,Cream,Sedang,3,MaineCoon
6.4,Panjang,Tinggi,Hitam,Sedang,7,MaineCoon
2.9,Pendek,Sedang,Cream,Sedang,1,Kampung
6.2,Panjang,Sedang,Hitam,Sedang,10,MaineCoon
3.7,Sedang,Sedang,Hitam,Keras,1,Anggora
5.1,Panjang,Sedang,Coklat,Sedang,5,MaineCoon
2.9,Pendek,Tinggi,Coklat,Keras,2,Kampung
4.7,Panjang,Rendah,Coklat,Pelan,3,Persia
2.6,Pendek,Sedang,Cream,Keras,2,Kampung
4.6,Panjang,Rendah,Abu,Pelan,3,Persia
2.8,Pendek,Tinggi,Hitam,Keras,1,Kampung
3.5,Sedang,Tinggi,Hitam,Sedang,5,Anggora
4.3,Panjang,Rendah,Abu,Pelan,6,Persia
3.3,Pendek,Sedang,Abu,Keras,3,Kampung
3.8,Sedang,Sedang,Putih,Sedang,2,Anggora
3.4,Pendek,Tinggi,Cream,Keras,3,Siam
7.4,Panjang,Tinggi,Abu,Sedang,8,MaineCoon
4.4,Panjang,Sedang,Putih,Pelan,8,Persia
2.8,Pendek,Tinggi,Hitam,Keras,3,Kampung
7.0,Panjang,Tinggi,Abu,Pelan,6,MaineCoon
4.6,Panjang,Sedang,Coklat,Pelan,4,Persia
3.0,Pendek,Sedang,Putih,Keras,5,Kampung
4.1,Panjang,Sedang,Putih,Pelan,5,Persia
5.5,Panjang,Tinggi,Putih,Pelan,3,MaineCoon
4.7,Panjang,Rendah,Abu,Pelan,8,Persia
2.7,Pendek,Sedang,Cream,Sedang,2,Kampung
5.6,Panjang,Sedang,Putih,Sedang,2,MaineCoon
4.1,Panjang,Rendah,Abu,Pelan,5,Persia
4.4,Panjang,Rendah,Hitam,Sedang,7,Persia
7.3,Panjang,Tinggi,Abu,Sedang,9,MaineCoon
2.6,Pendek,Tinggi,Hitam,Keras,5,Kampung
4.3,Panjang,Sedang,Abu,Sedang,2,Persia
7.3,Panjang,Sedang,Putih,Sedang,9,MaineCoon
4.6,Panjang,Sedang,Abu,Sedang,3,Persia
7.5,Panjang,Tinggi,Abu,Sedang,5,MaineCoon
7.9,Panjang,Tinggi,Cream,Sedang,6,MaineCoon
4.6,Panjang,Sedang,Coklat,Sedang,8,Persia
4.1,Pendek,Tinggi,Coklat,Keras,1,Siam
3.7,Sedang,Sedang,Putih,Keras,2,Anggora
3.0,Pendek,Sedang,Putih,Sedang,5,Kampung
2.9,Pendek,Sedang,Cream,Sedang,4,Kampung
2.7,Pendek,Tinggi,Putih,Keras,2,Kampung
3.2,Pendek,Tinggi,Putih,Keras,4,Siam
7.5,Panjang,Tinggi,Hitam,Sedang,6,MaineCoon
5.6,Panjang,Sedang,Abu,Pelan,3,MaineCoon
3.2,Sedang,Sedang,Abu,Sedang,1,Anggora
3.6,Sedang,Tinggi,Coklat,Keras,3,Anggora
3.1,Pendek,Tinggi,Coklat,Sedang,2,Kampung
4.1,Pendek,Tinggi,Hitam,Keras,3,Siam
2.5,Pendek,Sedang,Cream,Sedang,1,Kampung
3.8,Pendek,Tinggi,Abu,Keras,5,Siam
3.7,Pendek,Tinggi,Abu,Keras,3,Siam
7.2,Panjang,Sedang,Hitam,Sedang,9,MaineCoon
5.4,Panjang,Tinggi,Hitam,Pelan,3,MaineCoon
3.3,Pendek,Tinggi,Hitam,Keras,6,Siam
5.3,Panjang,Tinggi,Coklat,Sedang,2,MaineCoon
3.0,Pendek,Tinggi,Cream,Sedang,2,Kampung
2.7,Pendek,Sedang,Cream,Keras,1,Kampung
4.7,Panjang,Rendah,Hitam,Sedang,8,Persia
3.6,Pendek,Tinggi,Putih,Keras,7,Siam
4.2,Panjang,Rendah,Putih,Sedang,7,Persia
7.6,Panjang,Tinggi,Coklat,Sedang,8,MaineCoon
3.6,Sedang,Sedang,Coklat,Sedang,1,Anggora
4.7,Panjang,Sedang,Hitam,Sedang,4,Persia
3.6,Pendek,Tinggi,Abu,Keras,6,Siam
5.6,Panjang,Tinggi,Abu,Pelan,4,MaineCoon
4.2,Pendek,Tinggi,Cream,Keras,7,Siam
3.4,Pendek,Tinggi,Putih,Keras,4,Siam
3.7,Sedang,Sedang,Coklat,Sedang,2,Anggora
4.6,Panjang,Sedang,Coklat,Pelan,6,Persia
5.5,Panjang,Sedang,Hitam,Sedang,2,MaineCoon
5.3,Panjang,Tinggi,Coklat,Sedang,10,MaineCoon
4.5,Panjang,Sedang,Cream,Sedang,3,Persia
3.1,Pendek,Tinggi,Hitam,Keras,5,Siam
3.6,Sedang,Sedang,Hitam,Sedang,5,Anggora
2.8,Pendek,Sedang,Coklat,Keras,4,Kampung
5.8,Panjang,Tinggi,Hitam,Pelan,10,MaineCoon
2.7,Pendek,Sedang,Coklat,Keras,5,Kampung
3.5,Sedang,Tinggi,Abu,Keras,6,Anggora
3.0,Pendek,Tinggi,Coklat,Sedang,5,Kampung
3.3,Pendek,Tinggi,Cream,Keras,7,Siam
3.1,Pendek,Sedang,Abu,Keras,1,Kampung
6.5,Panjang,Sedang,Putih,Sedang,3,MaineCoon
3.9,Sedang,Sedang,Hitam,Keras,4,Anggora
4.5,Panjang,Sedang,Coklat,Pelan,7,Persia
3.4,Pendek,Tinggi,Hitam,Keras,1,Siam
3.4,Sedang,Sedang,Cream,Sedang,3,Anggora
2.5,Pendek,Sedang,Hitam,Keras,4,Kampung
7.1,Panjang,Sedang,Putih,Sedang,6,MaineCoon
2.5,Pendek,Tinggi,Abu,Sedang,1,Kampung
7.1,Panjang,Tinggi,Cream,Sedang,3,MaineCoon
3.1,Pendek,Tinggi,Coklat,Keras,2,Kampung
7.4,Panjang,Sedang,Hitam,Pelan,3,MaineCoon
